476 	 -167.337220000 	 6.591207000 
922 	 -167.659160000 	 6.269267000 
1340 	 -167.886550000 	 6.041877000 
1777 	 -168.109720000 	 5.818707000 
2217 	 -168.279720000 	 5.648707000 
2666 	 -168.348570000 	 5.579857000 
3110 	 -168.453890000 	 5.474537000 
3542 	 -168.552010000 	 5.376417000 
3976 	 -168.601550000 	 5.326877000 
4426 	 -168.677600000 	 5.250827000 
4884 	 -168.816200000 	 5.112227000 
5308 	 -168.919560000 	 5.008867000 
5736 	 -168.953650000 	 4.974777000 
6179 	 -168.984300000 	 4.944127000 
6596 	 -169.005600000 	 4.922827000 
7017 	 -169.079740000 	 4.848687000 
7457 	 -169.157200000 	 4.771227000 
7876 	 -169.194960000 	 4.733467000 
8296 	 -169.235020000 	 4.693407000 
8742 	 -169.254700000 	 4.673727000 
9165 	 -169.335810000 	 4.592617000 
9585 	 -169.372140000 	 4.556287000 
10014 	 -169.428010000 	 4.500417000 
10437 	 -169.511890000 	 4.416537000 
10851 	 -169.516890000 	 4.411537000 
11284 	 -169.544560000 	 4.383867000 
11719 	 -169.549250000 	 4.379177000 
12143 	 -169.564500000 	 4.363927000 
12566 	 -169.615810000 	 4.312617000 
12986 	 -169.712250000 	 4.216177000 
13391 	 -169.720420000 	 4.208007000 
13804 	 -169.781830000 	 4.146597000 
14217 	 -169.807280000 	 4.121147000 
14632 	 -169.831390000 	 4.097037000 
15030 	 -169.851370000 	 4.077057000 
15457 	 -169.882690000 	 4.045737000 
15873 	 -169.927310000 	 4.001117000 
16289 	 -169.933540000 	 3.994887000 
16692 	 -169.945180000 	 3.983247000 
17109 	 -169.969860000 	 3.958567000 
17510 	 -170.067130000 	 3.861297000 
17892 	 -170.105470000 	 3.822957000 
18296 	 -170.179400000 	 3.749027000 
18696 	 -170.192710000 	 3.735717000 
19092 	 -170.244940000 	 3.683487000 
19480 	 -170.273320000 	 3.655107000 
19895 	 -170.318900000 	 3.609527000 
20281 	 -170.326580000 	 3.601847000 
20679 	 -170.380670000 	 3.547757000 
21060 	 -170.389720000 	 3.538707000 
21431 	 -170.519500000 	 3.408927000 
21804 	 -170.567500000 	 3.360927000 
22156 	 -170.570710000 	 3.357717000 
22522 	 -170.625780000 	 3.302647000 
22889 	 -170.626700000 	 3.301727000 
23251 	 -170.642090000 	 3.286337000 
23605 	 -170.688710000 	 3.239717000 
23965 	 -170.726270000 	 3.202157000 
24309 	 -170.758210000 	 3.170217000 
24703 	 -170.782450000 	 3.145977000 
25027 	 -170.817990000 	 3.110437000 
25358 	 -170.824390000 	 3.104037000 
25699 	 -170.858680000 	 3.069747000 
26036 	 -170.861180000 	 3.067247000 
26380 	 -170.955780000 	 2.972647000 
26705 	 -170.983860000 	 2.944567000 
27056 	 -171.030060000 	 2.898367000 
27379 	 -171.047820000 	 2.880607000 
27714 	 -171.106390000 	 2.822037000 
28030 	 -171.134570000 	 2.793857000 
28300 	 -171.227140000 	 2.701287000 
28565 	 -171.274970000 	 2.653457000 
28831 	 -171.327980000 	 2.600447000 
29067 	 -171.340900000 	 2.587527000 
29318 	 -171.379930000 	 2.548497000 
29596 	 -171.404410000 	 2.524017000 
29851 	 -171.418260000 	 2.510167000 
30098 	 -171.424750000 	 2.503677000 
30351 	 -171.444880000 	 2.483547000 
30621 	 -171.460260000 	 2.468167000 
30856 	 -171.461190000 	 2.467237000 
31096 	 -171.464840000 	 2.463587000 
