-3.887947123797801940e-01 2.372154995217356510e-01 -8.069050655882835377e-03
-3.769999068979964368e-02 1.176249135602693840e-01 5.957691416503370190e-03
-3.661988846759362537e-01 1.892820654244860568e-01 -1.418333946873913572e-02
-1.299984427843396684e-02 1.765452880250244910e-02 -2.944037192464349622e-03
-3.353169491614148567e-01 1.362578189015338503e-01 -3.735842094855188616e-02
-4.099955866281572159e-01 2.563496410105548517e-01 2.816654345117473868e-02
-3.810401838926657514e-01 2.255021181823540222e-01 1.903126995402413743e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.819000100822034331e-04 -1.800336928049821273e-03 -1.489957382705515098e-04
1.032342443898501836e-03 -2.366197908141712877e-03 -1.989128506968745251e-04
4.135992472877736761e-03 -8.768206428356492381e-04 7.310396374206881232e-04
1.554037672240239469e-03 -4.259674708949718128e-03 -1.964225435559508977e-04
4.090730739535371197e-03 -1.614530440455547340e-03 -7.235215953160967120e-05
6.924438699349159954e-03 -1.531665399188786173e-03 1.078013727039972992e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.151433448231098451e-03 -3.323892399098678188e-06 1.457550715584898359e-03
7.635618205924301315e-03 4.494005346251221406e-04 5.771315419057064175e-03
1.418816858286098444e-02 -3.118347110062682213e-04 5.217639207280645383e-03
9.477385562754075607e-03 -2.075759197588630562e-04 4.436963345829994347e-03
1.513317270200948209e-02 -4.243127946030508373e-05 3.864334101685852965e-03
3.193711540191618292e-02 -2.709797089675517346e-03 1.473869941136992691e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.088196402417931981e-03 -1.407950185166438216e-03 -4.303020817333812539e-05
2.375057605525985986e-03 -1.976761263864080815e-03 1.066387888209588338e-04
6.012345224921737154e-03 -3.667270605632291531e-03 1.157917189876849764e-03
7.465377952045565250e-03 -4.516852943780554595e-03 -2.598775589829065716e-05
1.468410404271981891e-02 -6.672223407751354946e-03 1.844923600549347713e-03
1.016287670098718274e-02 -6.898326947641053065e-03 2.474990443640454497e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
