0 termination_reason
saddle_search job_type
1942 total_force_calls
1692 force_calls_saddle
250 force_calls_minimization
1.50296920007 displacement_saddle_distance
-1775.79116021 potential_energy_reactant
-1774.80553238 potential_energy_saddle
-1775.00790681 potential_energy_product
0.985627828211 barrier_reactant_to_product
0.202374432308 barrier_product_to_reactant
0 iterations
42 random_seed
eam_al potential_type
1.2e+12 prefactor_product_to_reactant
1.2e+12 prefactor_reactant_to_product
0 force_calls_prefactors
