0 termination_reason
saddle_search job_type
3666 total_force_calls
3466 force_calls_saddle
200 force_calls_minimization
1.28718207599 displacement_saddle_distance
-1775.79116021 potential_energy_reactant
-1775.19009927 potential_energy_saddle
-1775.77872379 potential_energy_product
0.601060936046 barrier_reactant_to_product
0.588624517569 barrier_product_to_reactant
0 iterations
42 random_seed
eam_al potential_type
1.2e+12 prefactor_product_to_reactant
1.2e+12 prefactor_reactant_to_product
0 force_calls_prefactors
