0 termination_reason
saddle_search job_type
1401 total_force_calls
1157 force_calls_saddle
244 force_calls_minimization
1.37805045499 displacement_saddle_distance
-1775.79116021 potential_energy_reactant
-1774.27834704 potential_energy_saddle
-1774.39309142 potential_energy_product
1.51281317347 barrier_reactant_to_product
0.114744384396 barrier_product_to_reactant
0 iterations
42 random_seed
eam_al potential_type
1.2e+12 prefactor_product_to_reactant
1.2e+12 prefactor_reactant_to_product
0 force_calls_prefactors
