0 termination_reason
saddle_search job_type
2228 total_force_calls
1945 force_calls_saddle
283 force_calls_minimization
1.66450668741 displacement_saddle_distance
-1775.79116021 potential_energy_reactant
-1774.1664657 potential_energy_saddle
-1774.99726008 potential_energy_product
1.62469450393 barrier_reactant_to_product
0.8307943759 barrier_product_to_reactant
0 iterations
42 random_seed
eam_al potential_type
1.2e+12 prefactor_product_to_reactant
1.2e+12 prefactor_reactant_to_product
0 force_calls_prefactors
