0 termination_reason
saddle_search job_type
1723 total_force_calls
1461 force_calls_saddle
262 force_calls_minimization
1.69108978331 displacement_saddle_distance
-1775.79116021 potential_energy_reactant
-1774.59558331 potential_energy_saddle
-1775.09429231 potential_energy_product
1.19557689427 barrier_reactant_to_product
0.498708991725 barrier_product_to_reactant
0 iterations
42 random_seed
eam_al potential_type
1.2e+12 prefactor_product_to_reactant
1.2e+12 prefactor_reactant_to_product
0 force_calls_prefactors
