0 termination_reason
saddle_search job_type
1971 total_force_calls
1721 force_calls_saddle
250 force_calls_minimization
1.13788733733 displacement_saddle_distance
-1775.79116021 potential_energy_reactant
-1774.80236468 potential_energy_saddle
-1775.00587364 potential_energy_product
0.988795530378 barrier_reactant_to_product
0.203508963495 barrier_product_to_reactant
0 iterations
42 random_seed
eam_al potential_type
1.2e+12 prefactor_product_to_reactant
1.2e+12 prefactor_reactant_to_product
0 force_calls_prefactors
