0 termination_reason
saddle_search job_type
1875 total_force_calls
1591 force_calls_saddle
284 force_calls_minimization
1.6632869542 displacement_saddle_distance
-1775.79116021 potential_energy_reactant
-1774.29788225 potential_energy_saddle
-1774.38966053 potential_energy_product
1.49327795769 barrier_reactant_to_product
0.0917782819593 barrier_product_to_reactant
0 iterations
42 random_seed
eam_al potential_type
1.2e+12 prefactor_product_to_reactant
1.2e+12 prefactor_reactant_to_product
0 force_calls_prefactors
